"No.","Time","Source","Destination","Protocol","Length","Info"
"38","43.772810","192.168.43.215","52.113.194.133","TLSv1.2","186","Application Data"
"39","43.772878","192.168.43.215","52.113.194.133","TLSv1.2","100","Application Data"
"40","43.796146","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=20673 Ack=384 Win=2049 Len=0"
"41","43.796992","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=20673 Ack=430 Win=2049 Len=0"
"42","43.797123","52.113.194.133","192.168.43.215","TLSv1.2","100","Application Data"
"43","43.839326","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=20719 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"44","43.839428","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=22019 Win=258 Len=0"
"45","43.839522","52.113.194.133","192.168.43.215","TLSv1.2","336","Application Data"
"46","43.839669","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=22301 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"47","43.839773","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=23601 Win=258 Len=0"
"48","43.839948","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=23601 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"49","43.840089","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=24901 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"50","43.840139","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=26201 Win=258 Len=0"
"51","43.840305","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=26201 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"52","43.840448","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=27501 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"53","43.840491","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=28801 Win=258 Len=0"
"54","43.840674","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=28801 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"55","43.840834","52.113.194.133","192.168.43.215","TLSv1.2","484","Application Data"
"56","43.840898","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=30531 Win=258 Len=0"
"57","43.843001","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=30531 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"58","43.843168","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=31831 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"59","43.843235","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=33131 Win=258 Len=0"
"60","43.843384","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=33131 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"61","43.843487","52.113.194.133","192.168.43.215","TLSv1.2","343","Application Data"
"62","43.843545","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=34720 Win=258 Len=0"
"63","43.844460","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=34720 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"64","43.844607","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=36020 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"65","43.844675","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=37320 Win=258 Len=0"
"66","43.844791","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=37320 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"67","43.844921","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=38620 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"68","43.844988","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=39920 Win=258 Len=0"
"69","43.845127","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=39920 Ack=430 Win=2049 Len=1300 [TCP segment of a reassembled PDU]"
"70","43.845258","52.113.194.133","192.168.43.215","TLSv1.2","141","Application Data"
"71","43.845305","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=41307 Win=258 Len=0"
"72","43.845358","52.113.194.133","192.168.43.215","TLSv1.2","92","Application Data"
"73","43.899142","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=430 Ack=41345 Win=258 Len=0"
"74","66.503381","192.168.43.215","52.113.194.133","TLSv1.2","186","Application Data"
"75","66.503741","192.168.43.215","52.113.194.133","TLSv1.2","100","Application Data"
"76","66.536180","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=41345 Ack=608 Win=2048 Len=0"
"77","66.536290","52.113.194.133","192.168.43.215","TLSv1.2","100","Application Data"
"78","66.587621","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=41391 Win=258 Len=0"
"79","66.606713","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=41391 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"80","66.606873","52.113.194.133","192.168.43.215","TLSv1.2","336","Application Data"
"81","66.606921","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=42973 Win=258 Len=0"
"82","66.606957","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=42973 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"83","66.607129","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=44273 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"84","66.607163","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=45573 Win=258 Len=0"
"85","66.607438","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=45573 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"86","66.607673","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=46873 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"87","66.607702","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=48173 Win=258 Len=0"
"88","66.607807","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=48173 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"89","66.607996","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=49473 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"90","66.608032","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=50773 Win=258 Len=0"
"91","66.608130","52.113.194.133","192.168.43.215","TLSv1.2","484","Application Data"
"92","66.608278","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=51203 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"93","66.608306","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=52503 Win=258 Len=0"
"94","66.608443","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=52503 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"95","66.608758","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=53803 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"96","66.608792","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=55103 Win=258 Len=0"
"97","66.608847","52.113.194.133","192.168.43.215","TLSv1.2","343","Application Data"
"98","66.609045","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=55392 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"99","66.609082","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=56692 Win=258 Len=0"
"100","66.609235","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=56692 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"101","66.609306","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=57992 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"102","66.609329","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=59292 Win=258 Len=0"
"103","66.609485","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=59292 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"104","66.609746","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=60592 Ack=608 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"105","66.609782","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=61892 Win=258 Len=0"
"106","66.609819","52.113.194.133","192.168.43.215","TLSv1.2","141","Application Data"
"107","66.609871","52.113.194.133","192.168.43.215","TLSv1.2","92","Application Data"
"108","66.609909","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=608 Ack=62017 Win=258 Len=0"
"109","70.505739","192.168.43.215","52.113.194.133","TLSv1.2","186","Application Data"
"110","70.535128","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=62017 Ack=740 Win=2048 Len=0"
"111","70.745936","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=62017 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"112","70.746006","52.113.194.133","192.168.43.215","TLSv1.2","337","Application Data"
"113","70.746034","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=63600 Win=258 Len=0"
"114","70.746199","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=63600 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"115","70.748312","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=64900 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"116","70.748383","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=66200 Win=258 Len=0"
"117","70.748520","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=66200 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"118","70.748782","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=67500 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"119","70.748820","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=68800 Win=258 Len=0"
"120","70.750496","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=68800 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"121","70.750644","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=70100 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"122","70.750715","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=71400 Win=258 Len=0"
"123","70.750789","52.113.194.133","192.168.43.215","TLSv1.2","484","Application Data"
"124","70.751027","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=71830 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"125","70.751071","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=73130 Win=258 Len=0"
"126","70.753676","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=73130 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"127","70.753790","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=74430 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"128","70.753821","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=75730 Win=258 Len=0"
"129","70.753910","52.113.194.133","192.168.43.215","TLSv1.2","343","Application Data"
"130","70.754237","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=76019 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"131","70.754327","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=77319 Win=258 Len=0"
"132","70.754445","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=77319 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"133","70.754525","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=78619 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"134","70.754555","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=79919 Win=258 Len=0"
"135","70.754754","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=79919 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"136","70.754921","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=81219 Ack=740 Win=2048 Len=1300 [TCP segment of a reassembled PDU]"
"137","70.754954","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=82519 Win=258 Len=0"
"138","70.755035","52.113.194.133","192.168.43.215","TLSv1.2","141","Application Data"
"139","70.755134","52.113.194.133","192.168.43.215","TLSv1.2","92","Application Data"
"140","70.755182","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=740 Ack=82644 Win=258 Len=0"
"141","72.579367","192.168.43.215","52.113.194.133","TLSv1.2","186","Application Data"
"142","72.616195","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=82644 Ack=872 Win=2047 Len=0"
"143","72.655490","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=82644 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"144","72.655584","52.113.194.133","192.168.43.215","TLSv1.2","349","Application Data"
"145","72.655632","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=84239 Win=258 Len=0"
"146","72.655837","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=84239 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"147","72.655992","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=85539 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"148","72.656046","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=86839 Win=258 Len=0"
"149","72.656188","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=86839 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"150","72.656442","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=88139 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"151","72.656485","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=89439 Win=258 Len=0"
"152","72.664356","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=89439 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"153","72.664581","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=90739 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"154","72.664658","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=92039 Win=258 Len=0"
"155","72.664735","52.113.194.133","192.168.43.215","TLSv1.2","484","Application Data"
"156","72.664800","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=92469 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"157","72.664836","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=93769 Win=258 Len=0"
"158","72.664878","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=93769 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"159","72.665086","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=95069 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"160","72.665148","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=96369 Win=258 Len=0"
"161","72.665212","52.113.194.133","192.168.43.215","TLSv1.2","343","Application Data"
"162","72.665276","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=96658 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"163","72.665314","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=97958 Win=258 Len=0"
"164","72.665396","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=97958 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"165","72.665645","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=99258 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"166","72.665690","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=100558 Win=258 Len=0"
"167","72.665808","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=100558 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"168","72.666069","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=101858 Ack=872 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"169","72.666108","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=103158 Win=258 Len=0"
"170","72.666183","52.113.194.133","192.168.43.215","TLSv1.2","141","Application Data"
"171","72.666299","52.113.194.133","192.168.43.215","TLSv1.2","92","Application Data"
"172","72.666341","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=872 Ack=103283 Win=258 Len=0"
"173","73.028271","192.168.43.215","52.113.194.133","TLSv1.2","120","Application Data"
"174","73.055287","52.113.194.133","192.168.43.215","TCP","54","443  >  49262 [ACK] Seq=103283 Ack=938 Win=2047 Len=0"
"175","73.106148","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=103283 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"176","73.106376","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=104583 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"177","73.106484","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=105883 Win=258 Len=0"
"178","73.106581","52.113.194.133","192.168.43.215","TLSv1.2","610","Application Data"
"179","73.109253","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=106439 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"180","73.109356","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=107739 Win=258 Len=0"
"181","73.109433","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=107739 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"182","73.109505","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=109039 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"183","73.109546","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=110339 Win=258 Len=0"
"184","73.109695","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=110339 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"185","73.109849","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=111639 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"186","73.109876","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=112939 Win=258 Len=0"
"187","73.109972","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=112939 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"188","73.110064","52.113.194.133","192.168.43.215","TLSv1.2","484","Application Data"
"189","73.110118","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=114669 Win=258 Len=0"
"190","73.110214","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=114669 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"191","73.110332","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=115969 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"192","73.110359","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=117269 Win=258 Len=0"
"193","73.110481","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=117269 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"194","73.110520","52.113.194.133","192.168.43.215","TLSv1.2","343","Application Data"
"195","73.110544","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=118858 Win=258 Len=0"
"196","73.110815","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=118858 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"197","73.110938","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=120158 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
"198","73.110973","192.168.43.215","52.113.194.133","TCP","54","49262  >  443 [ACK] Seq=938 Ack=121458 Win=258 Len=0"
"199","73.111117","52.113.194.133","192.168.43.215","TCP","1354","443  >  49262 [ACK] Seq=121458 Ack=938 Win=2047 Len=1300 [TCP segment of a reassembled PDU]"
