"No.","Time","Source","Destination","Protocol","Length","Info"
"31","0.450550","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=11781 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"32","0.450560","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=13241 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"33","0.450570","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=14701 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"34","0.450580","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=16161 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"35","0.450630","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=17621 Win=65536 Len=0"
"36","0.450669","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=17621 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"37","0.450680","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=19081 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"38","0.450691","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=20541 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"39","0.450702","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"40","0.450737","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=22394 Win=65536 Len=0"
"41","0.451161","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=22394 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"42","0.451170","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=23854 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"43","0.451183","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=25314 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"44","0.451197","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=26774 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"45","0.451209","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=28234 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"46","0.451223","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=29694 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"47","0.451235","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=31154 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"48","0.451247","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=32614 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"49","0.451261","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=34074 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"50","0.451274","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=35534 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"51","0.451286","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=36994 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"52","0.451298","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"53","0.451383","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=38847 Win=65536 Len=0"
"54","0.451860","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=38847 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"55","0.451873","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=40307 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"56","0.451885","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=41767 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"57","0.451898","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=43227 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"58","0.451909","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=44687 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"59","0.451921","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=46147 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"60","0.451930","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=47607 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"61","0.451940","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=49067 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"62","0.451950","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=50527 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"63","0.451959","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=51987 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"64","0.451969","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=53447 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"65","0.451981","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"66","0.452045","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=55300 Win=65536 Len=0"
"67","0.452479","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=55300 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"68","0.452489","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=56760 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"69","0.452499","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=58220 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"70","0.452508","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=59680 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"71","0.452517","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=61140 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"72","0.452526","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=62600 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"73","0.452536","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=64060 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"74","0.452549","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=65520 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"75","0.452562","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=66980 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"76","0.452571","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=68440 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"77","0.452581","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=69900 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"78","0.452598","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"79","0.452675","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=71753 Win=65536 Len=0"
"80","0.453165","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=71753 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"81","0.453176","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=73213 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"82","0.453185","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=74673 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"83","0.453195","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=76133 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"84","0.453205","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=77593 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"85","0.453213","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=79053 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"86","0.453223","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=80513 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"87","0.453232","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=81973 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"88","0.453242","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=83433 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"89","0.453251","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=84893 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"90","0.453260","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=86353 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"91","0.453275","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"92","0.453342","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=88206 Win=49152 Len=0"
"93","0.453844","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=88206 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"94","0.453857","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=89666 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"95","0.453870","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=91126 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"96","0.453882","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=92586 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"97","0.453895","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=94046 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"98","0.453908","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=95506 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"99","0.453919","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=96966 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"100","0.453930","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=98426 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"101","0.453940","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=99886 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"102","0.453951","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=101346 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"103","0.453963","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=102806 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"104","0.453976","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"105","0.454036","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=104659 Win=32768 Len=0"
"106","0.454508","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=104659 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"107","0.454521","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=106119 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"108","0.454533","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=107579 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"109","0.454545","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=109039 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"110","0.454556","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=110499 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"111","0.454569","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=111959 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"112","0.454581","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=113419 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"113","0.454592","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=114879 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"114","0.454603","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=116339 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"115","0.454615","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=117799 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"116","0.454627","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=119259 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"117","0.454638","127.0.0.1","127.0.0.1","TLSv1.2","437","Application Data"
"118","0.454702","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=121112 Win=16128 Len=0"
"119","0.455147","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=121112 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"120","0.455156","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=122572 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"121","0.455165","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=124032 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"122","0.455174","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=125492 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"123","0.455183","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=126952 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"124","0.455192","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=128412 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"125","0.455201","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=129872 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"126","0.455210","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=131332 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"127","0.455218","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=132792 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"128","0.455227","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=134252 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"129","0.455236","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=135712 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"130","0.455291","127.0.0.1","127.0.0.1","TCP","44","51944  >  33333 [ACK] Seq=645 Ack=137172 Win=256 Len=0"
"131","0.456978","127.0.0.1","127.0.0.1","TCP","44","[TCP Window Update] 51944  >  33333 [ACK] Seq=645 Ack=137172 Win=65536 Len=0"
"132","0.457333","127.0.0.1","127.0.0.1","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"133","0.457344","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=138632 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"134","0.457356","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=140092 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"135","0.457367","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=141552 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"136","0.457382","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=143012 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"137","0.457393","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=144472 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"138","0.457404","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=145932 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"139","0.457416","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=147392 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"140","0.457427","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=148852 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"141","0.457439","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=150312 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"142","0.457451","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=151772 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"143","0.457467","127.0.0.1","127.0.0.1","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"144","0.457479","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=154692 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"145","0.457491","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=156152 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"146","0.457501","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=157612 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"147","0.457512","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=159072 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"148","0.457525","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=160532 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"149","0.457540","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=161992 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"150","0.457554","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=163452 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"151","0.457568","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=164912 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"152","0.457583","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=166372 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"153","0.457595","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=167832 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"154","0.457606","127.0.0.1","127.0.0.1","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"155","0.457617","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=170752 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"156","0.457628","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=172212 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"157","0.457638","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=173672 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"158","0.457649","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=175132 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"159","0.457660","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=176592 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"160","0.457671","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=178052 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"161","0.457681","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=179512 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"162","0.457691","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=180972 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"163","0.457702","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=182432 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"164","0.457809","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=183892 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"165","0.457819","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=185352 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"166","0.457830","127.0.0.1","127.0.0.1","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"167","0.457840","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=188272 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"168","0.457850","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=189732 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"169","0.457862","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=191192 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"170","0.457874","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=192652 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"171","0.457887","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=194112 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"172","0.457900","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=195572 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"173","0.457912","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=197032 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"174","0.457924","127.0.0.1","127.0.0.1","TCP","1504","33333  >  51944 [ACK] Seq=198492 Ack=645 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
