No.,Time,Source,Destination,Protocol,Length,Info
15,0.14172200000000001,192.168.43.215,52.113.194.133,TLSv1.2,647,Application Data
16,0.192735,52.113.194.133,192.168.43.215,TCP,54,443  >  54624 [ACK] Seq=6026 Ack=725 Win=261632 Len=0
17,0.192896,52.113.194.133,192.168.43.215,TLSv1.2,380,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
18,0.193021,52.113.194.133,192.168.43.215,TLSv1.2,123,Application Data
19,0.19306700000000002,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1417 Ack=6421 Win=65024 Len=0
20,0.193525,192.168.43.215,52.113.194.133,TLSv1.2,92,Application Data
21,0.20011800000000002,52.113.194.133,192.168.43.215,TCP,54,443  >  54624 [ACK] Seq=6421 Ack=1417 Win=262400 Len=0
22,0.25710500000000003,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
23,0.289249,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=6459 Win=65024 Len=0
24,0.356632,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=6459 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
25,0.359247,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=7759 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
26,0.35934,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=9059 Win=66048 Len=0
27,0.359423,52.113.194.133,192.168.43.215,TLSv1.2,788,Application Data
28,0.359736,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=9793 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
29,0.359824,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=11093 Win=66048 Len=0
30,0.35989,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=11093 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
31,0.36001500000000003,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=12393 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
32,0.360065,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=13693 Win=66048 Len=0
33,0.362464,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=13693 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
34,0.362598,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=14993 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
35,0.362654,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=16293 Win=66048 Len=0
36,0.362742,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=16293 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
37,0.362786,52.113.194.133,192.168.43.215,TLSv1.2,484,Application Data
38,0.362817,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=18023 Win=66048 Len=0
39,0.36286199999999996,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=18023 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
40,0.362906,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=19323 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
41,0.36293800000000004,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=20623 Win=66048 Len=0
42,0.362991,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=20623 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
43,0.363035,52.113.194.133,192.168.43.215,TLSv1.2,336,Application Data
44,0.36306700000000003,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=22205 Win=66048 Len=0
45,0.363644,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=22205 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
46,0.363773,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=23505 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
47,0.36383499999999996,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=24805 Win=66048 Len=0
48,0.36393000000000003,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=24805 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
49,0.36396999999999996,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=26105 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
50,0.364005,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=27405 Win=66048 Len=0
51,0.364059,52.113.194.133,192.168.43.215,TCP,1354,443  >  54624 [ACK] Seq=27405 Ack=1455 Win=262400 Len=1300 [TCP segment of a reassembled PDU]
52,0.364093,52.113.194.133,192.168.43.215,TLSv1.2,62,Application Data
53,0.364128,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=28713 Win=66048 Len=0
54,0.364177,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
55,0.398785,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1455 Ack=28751 Win=66048 Len=0
56,1.456892,192.168.43.215,52.113.194.133,TCP,54,"54624  >  443 [FIN, ACK] Seq=1455 Ack=28751 Win=66048 Len=0"
57,1.554633,52.113.194.133,192.168.43.215,TCP,54,443  >  54624 [ACK] Seq=28751 Ack=1456 Win=262400 Len=0
58,1.554775,52.113.194.133,192.168.43.215,TCP,54,"443  >  54624 [FIN, ACK] Seq=28751 Ack=1456 Win=262400 Len=0"
59,1.554851,192.168.43.215,52.113.194.133,TCP,54,54624  >  443 [ACK] Seq=1456 Ack=28752 Win=66048 Len=0
60,11.357842,192.168.43.215,52.113.194.133,TCP,66,54713  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
61,11.408328,52.113.194.133,192.168.43.215,TCP,66,"443  >  54713 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 WS=256 SACK_PERM=1"
62,11.408486,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0
63,11.409013999999999,192.168.43.215,52.113.194.133,TLSv1.2,620,Client Hello
64,11.466583,52.113.194.133,192.168.43.215,TCP,54,443  >  54713 [ACK] Seq=1 Ack=567 Win=524544 Len=0
65,11.467309,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=1 Ack=567 Win=524544 Len=1300 [TCP segment of a reassembled PDU]
66,11.467635000000001,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=1301 Ack=567 Win=524544 Len=1300 [TCP segment of a reassembled PDU]
67,11.467691,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=567 Ack=2601 Win=66048 Len=0
68,11.467822,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=2601 Ack=567 Win=524544 Len=1300 [TCP segment of a reassembled PDU]
69,11.46796,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=3901 Ack=567 Win=524544 Len=1300 [TCP segment of a reassembled PDU]
70,11.467995,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=567 Ack=5201 Win=66048 Len=0
71,11.468117999999999,52.113.194.133,192.168.43.215,TLSv1.2,879,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
72,11.483544,192.168.43.215,52.113.194.133,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
73,11.484112,192.168.43.215,52.113.194.133,TLSv1.2,153,Application Data
74,11.484833,192.168.43.215,52.113.194.133,TLSv1.2,668,Application Data
75,11.536361,52.113.194.133,192.168.43.215,TCP,54,443  >  54713 [ACK] Seq=6026 Ack=725 Win=524288 Len=0
76,11.536496000000001,52.113.194.133,192.168.43.215,TLSv1.2,380,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
77,11.536562,52.113.194.133,192.168.43.215,TLSv1.2,123,Application Data
78,11.536624,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1438 Ack=6421 Win=65024 Len=0
79,11.537277,192.168.43.215,52.113.194.133,TLSv1.2,92,Application Data
80,11.538387,52.113.194.133,192.168.43.215,TCP,54,443  >  54713 [ACK] Seq=6421 Ack=1438 Win=525056 Len=0
81,11.580614,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
82,11.580849,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=6459 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
83,11.58098,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=7759 Win=66048 Len=0
84,11.581204,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=7759 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
85,11.581264,52.113.194.133,192.168.43.215,TLSv1.2,782,Application Data
86,11.581323,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=9787 Win=66048 Len=0
87,11.582053,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=9787 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
88,11.582122,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=11087 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
89,11.582161,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=12387 Win=66048 Len=0
90,11.582212,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=12387 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
91,11.583427,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=13687 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
92,11.583499,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=14987 Win=66048 Len=0
93,11.583554,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=14987 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
94,11.583594999999999,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=16287 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
95,11.583625999999999,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=17587 Win=66048 Len=0
96,11.583677,52.113.194.133,192.168.43.215,TLSv1.2,484,Application Data
97,11.583719,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=18017 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
98,11.58375,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=19317 Win=66048 Len=0
99,11.583801,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=19317 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
100,11.583839,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=20617 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
101,11.583871,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=21917 Win=66048 Len=0
102,11.583917999999999,52.113.194.133,192.168.43.215,TLSv1.2,343,Application Data
103,11.584833999999999,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=22206 Ack=1476 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
104,11.584928999999999,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=23506 Win=66048 Len=0
105,11.584991,52.113.194.133,192.168.43.215,TLSv1.2,820,Application Data
106,11.585034,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
107,11.585072,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1476 Ack=24310 Win=65280 Len=0
108,20.565003,192.168.43.215,52.113.194.133,TLSv1.2,203,Application Data
109,20.632521,52.113.194.133,192.168.43.215,TCP,54,443  >  54713 [ACK] Seq=24310 Ack=1625 Win=524800 Len=0
110,20.678638,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=24310 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
111,20.678767,52.113.194.133,192.168.43.215,TLSv1.2,336,Application Data
112,20.67882,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=25892 Win=66048 Len=0
113,20.680514000000002,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=25892 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
114,20.680619,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=27192 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
115,20.680682,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=28492 Win=66048 Len=0
116,20.680763,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=28492 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
117,20.680809,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=29792 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
118,20.680837,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=31092 Win=66048 Len=0
119,20.680897,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=31092 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
120,20.681651000000002,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=32392 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
121,20.681703,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=33692 Win=66048 Len=0
122,20.681748000000002,52.113.194.133,192.168.43.215,TLSv1.2,484,Application Data
123,20.683256,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=34122 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
124,20.683359,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=35422 Win=66048 Len=0
125,20.683675,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=35422 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
126,20.683796,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=36722 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
127,20.683851,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=38022 Win=66048 Len=0
128,20.683918,52.113.194.133,192.168.43.215,TLSv1.2,343,Application Data
129,20.684759,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=38311 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
130,20.684848000000002,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=39611 Win=66048 Len=0
131,20.684913,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=39611 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
132,20.684955,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=40911 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
133,20.68499,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=42211 Win=66048 Len=0
134,20.685725,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=42211 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
135,20.685841,52.113.194.133,192.168.43.215,TCP,1354,443  >  54713 [ACK] Seq=43511 Ack=1625 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
136,20.685907999999998,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=44811 Win=66048 Len=0
137,20.686002,52.113.194.133,192.168.43.215,TLSv1.2,183,Application Data
138,20.686045999999997,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
139,20.686078,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1625 Ack=44978 Win=66048 Len=0
140,21.454225,192.168.43.215,52.113.194.133,TCP,54,"54713  >  443 [FIN, ACK] Seq=1625 Ack=44978 Win=66048 Len=0"
141,21.514979,52.113.194.133,192.168.43.215,TCP,54,443  >  54713 [ACK] Seq=44978 Ack=1626 Win=524800 Len=0
142,21.515022000000002,52.113.194.133,192.168.43.215,TCP,54,"443  >  54713 [FIN, ACK] Seq=44978 Ack=1626 Win=524800 Len=0"
143,21.515083999999998,192.168.43.215,52.113.194.133,TCP,54,54713  >  443 [ACK] Seq=1626 Ack=44979 Win=66048 Len=0
144,25.056038,192.168.43.215,52.113.194.133,TCP,66,54942  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
145,25.112325,52.113.194.133,192.168.43.215,TCP,66,"443  >  54942 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 WS=256 SACK_PERM=1"
146,25.112714,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0
147,25.113846,192.168.43.215,52.113.194.133,TLSv1.2,620,Client Hello
148,25.15693,52.113.194.133,192.168.43.215,TCP,54,443  >  54942 [ACK] Seq=1 Ack=567 Win=524544 Len=0
149,25.157042,52.113.194.133,192.168.43.215,TLSv1.2,208,"Server Hello, Change Cipher Spec, Encrypted Handshake Message"
150,25.160614000000002,192.168.43.215,52.113.194.133,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
151,25.161483999999998,192.168.43.215,52.113.194.133,TLSv1.2,153,Application Data
152,25.162215,192.168.43.215,52.113.194.133,TLSv1.2,668,Application Data
153,25.231723000000002,52.113.194.133,192.168.43.215,TCP,54,443  >  54942 [ACK] Seq=155 Ack=618 Win=524544 Len=0
154,25.231839,52.113.194.133,192.168.43.215,TLSv1.2,123,Application Data
155,25.232037,52.113.194.133,192.168.43.215,TCP,54,443  >  54942 [ACK] Seq=224 Ack=717 Win=524288 Len=0
156,25.232086,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
157,25.232156,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1331 Ack=262 Win=65792 Len=0
158,25.232242000000003,192.168.43.215,52.113.194.133,TLSv1.2,92,Application Data
159,25.271853,52.113.194.133,192.168.43.215,TCP,54,443  >  54942 [ACK] Seq=262 Ack=1369 Win=525056 Len=0
160,25.391514,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=262 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
161,25.392638,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=1562 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
162,25.392931,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=2862 Win=66048 Len=0
163,25.393085,52.113.194.133,192.168.43.215,TLSv1.2,789,Application Data
164,25.393138,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=3597 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
165,25.393172,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=4897 Win=66048 Len=0
166,25.393218,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=4897 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
167,25.39326,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=6197 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
168,25.393295000000002,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=7497 Win=66048 Len=0
169,25.393342,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=7497 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
170,25.393972,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=8797 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
171,25.39406,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=10097 Win=66048 Len=0
172,25.394154,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=10097 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
173,25.3942,52.113.194.133,192.168.43.215,TLSv1.2,484,Application Data
174,25.394236,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=11827 Win=66048 Len=0
175,25.394297,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=11827 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
176,25.394344,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=13127 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
177,25.394393,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=14427 Win=66048 Len=0
178,25.39548,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=14427 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
179,25.395551,52.113.194.133,192.168.43.215,TLSv1.2,336,Application Data
180,25.395589,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=16009 Win=66048 Len=0
181,25.395647,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=16009 Ack=1369 Win=525056 Len=1300 [TCP segment of a reassembled PDU]
182,25.395688,52.113.194.133,192.168.43.215,TLSv1.2,702,Application Data
183,25.395720999999998,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=17957 Win=66048 Len=0
184,25.395768,52.113.194.133,192.168.43.215,TLSv1.2,92,Application Data
185,25.487045000000002,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1369 Ack=17995 Win=66048 Len=0
186,29.836288,192.168.43.215,52.113.194.133,TLSv1.2,203,Application Data
187,29.912571000000003,52.113.194.133,192.168.43.215,TCP,54,443  >  54942 [ACK] Seq=17995 Ack=1518 Win=524800 Len=0
188,29.933045,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=17995 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
189,29.93311,52.113.194.133,192.168.43.215,TLSv1.2,336,Application Data
190,29.933159999999997,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1518 Ack=19577 Win=66048 Len=0
191,29.934128,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=19577 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
192,29.941334,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=20877 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
193,29.941465,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1518 Ack=22177 Win=66048 Len=0
194,29.941567,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=22177 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
195,29.941758,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=23477 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
196,29.941803999999998,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1518 Ack=24777 Win=66048 Len=0
197,29.941856,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=24777 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
198,29.942158000000003,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=26077 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
199,29.942277,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1518 Ack=27377 Win=66048 Len=0
200,29.94235,52.113.194.133,192.168.43.215,TLSv1.2,484,Application Data
201,29.944046999999998,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=27807 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
202,29.944166999999997,192.168.43.215,52.113.194.133,TCP,54,54942  >  443 [ACK] Seq=1518 Ack=29107 Win=66048 Len=0
203,29.944257,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=29107 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
204,29.944302,52.113.194.133,192.168.43.215,TCP,1354,443  >  54942 [ACK] Seq=30407 Ack=1518 Win=524800 Len=1300 [TCP segment of a reassembled PDU]
