No.,Timestamp,Source,Destination,Protocol,Length,TimeToResp,Ratio,ActionType
41,1603543267195,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
42,1603543267197,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
43,1603543267199,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
44,1603543267331,127.0.0.1,127.0.0.1,TCP,2,132,0.0,2
45,1603543267341,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
46,1603543267453,127.0.0.1,127.0.0.1,TCP,2,112,0.0,2
47,1603543267463,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
48,1603543267473,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
49,1603543267475,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
50,1603543267477,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
51,1603543267479,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
52,1603543267486,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
53,1603543267489,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
54,1603543267492,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
55,1603543267494,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
56,1603543267533,127.0.0.1,127.0.0.1,TCP,2,39,0.0,2
57,1603543267535,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
58,1603543267537,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
59,1603543267539,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
60,1603543267550,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
61,1603543267552,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
62,1603543267570,127.0.0.1,127.0.0.1,TCP,2,18,0.0,2
63,1603543267573,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
64,1603543267587,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
65,1603543267590,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
66,1603543267592,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
67,1603543267595,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
68,1603543267608,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
69,1603543267613,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
70,1603543267616,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
71,1603543267617,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
72,1603543267622,127.0.0.1,127.0.0.1,TCP,2,5,0.0,2
73,1603543267624,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
74,1603543267626,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
75,1603543267629,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
76,1603543267634,127.0.0.1,127.0.0.1,TCP,2,5,0.0,2
77,1603543267636,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
78,1603543267840,127.0.0.1,127.0.0.1,TCP,2,204,0.0,2
79,1603543267851,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
80,1603543267876,127.0.0.1,127.0.0.1,TCP,2,25,0.0,2
81,1603543267879,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
82,1603543267881,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
83,1603543267883,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
84,1603543267891,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
85,1603543267894,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
86,1603543267896,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
87,1603543267898,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
88,1603543267901,127.0.0.1,127.0.0.1,TCP,2,3,0.0,2
89,1603543267903,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
90,1603543267905,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
91,1603543267907,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
92,1603543267932,127.0.0.1,127.0.0.1,TCP,2,25,0.0,2
93,1603543267936,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
94,1603543267946,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
95,1603543267948,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
96,1603543267957,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
97,1603543267961,127.0.0.1,127.0.0.1,TCP,2,4,0.0,4
98,1603543267963,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
99,1603543267965,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
100,1603543268126,127.0.0.1,127.0.0.1,TCP,2,161,0.0,2
101,1603543268137,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
102,1603543268138,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
103,1603543268139,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
104,1603543268284,127.0.0.1,127.0.0.1,TCP,2,145,0.0,2
105,1603543268297,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
106,1603543268299,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
107,1603543268300,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
108,1603543268311,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
109,1603543268313,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
110,1603543268319,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
111,1603543268321,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
112,1603543268357,127.0.0.1,127.0.0.1,TCP,2,35,0.0,2
113,1603543268359,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
114,1603543268361,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
115,1603543268363,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
116,1603543268372,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
117,1603543268375,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
118,1603543268377,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
119,1603543268379,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
120,1603543268390,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
121,1603543268393,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
122,1603543268396,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
123,1603543268397,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
124,1603543268410,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
125,1603543268413,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
126,1603543268426,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
127,1603543268430,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
128,1603543268434,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
129,1603543268436,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
130,1603543268437,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
131,1603543268439,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
132,1603543268443,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
133,1603543268446,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
134,1603543268449,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
135,1603543268451,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
136,1603543268653,127.0.0.1,127.0.0.1,TCP,2,202,0.0,2
137,1603543268663,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
138,1603543268665,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
139,1603543268666,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
140,1603543268681,127.0.0.1,127.0.0.1,TCP,2,15,0.0,2
141,1603543268684,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
142,1603543268692,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
143,1603543268695,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
144,1603543268698,127.0.0.1,127.0.0.1,TCP,2,3,0.0,2
145,1603543268700,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
146,1603543268701,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
147,1603543268703,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
148,1603543268731,127.0.0.1,127.0.0.1,TCP,2,28,0.0,2
149,1603543268741,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
150,1603543268742,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
151,1603543268744,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
152,1603543268755,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
153,1603543268757,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
154,1603543268759,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
155,1603543268761,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
156,1603543268769,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
157,1603543268771,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
158,1603543268905,127.0.0.1,127.0.0.1,TCP,2,134,0.0,2
159,1603543268917,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
160,1603543269029,127.0.0.1,127.0.0.1,TCP,2,112,0.0,2
161,1603543269047,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
162,1603543269049,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
163,1603543269050,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
164,1603543269061,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
165,1603543269064,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
166,1603543269066,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
167,1603543269067,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
168,1603543269074,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
169,1603543269076,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
170,1603543269079,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
171,1603543269081,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
172,1603543269113,127.0.0.1,127.0.0.1,TCP,2,32,0.0,2
173,1603543269115,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
174,1603543269290,127.0.0.1,127.0.0.1,TCP,2,175,0.0,2
175,1603543269294,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
176,1603543269304,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
177,1603543269308,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
178,1603543269309,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
179,1603543269310,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
180,1603543269326,127.0.0.1,127.0.0.1,TCP,2,15,0.0,2
181,1603543269330,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
182,1603543269332,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
183,1603543269334,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
184,1603543269347,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
185,1603543269350,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
186,1603543269352,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
187,1603543269353,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
188,1603543269357,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
189,1603543269359,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
190,1603543269363,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
191,1603543269365,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
192,1603543269533,127.0.0.1,127.0.0.1,TCP,2,168,0.0,2
193,1603543269567,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
194,1603543269569,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
195,1603543269571,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
196,1603543269585,127.0.0.1,127.0.0.1,TCP,2,14,0.0,2
197,1603543269588,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
198,1603543269589,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
199,1603543269590,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
200,1603543269598,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
201,1603543269601,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
202,1603543269602,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
203,1603543269604,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
204,1603543269606,127.0.0.1,127.0.0.1,TCP,2,2,0.0,2
205,1603543269609,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
206,1603543269633,127.0.0.1,127.0.0.1,TCP,2,24,0.0,2
207,1603543269636,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
208,1603543269645,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
209,1603543269649,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
210,1603543269650,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
211,1603543269651,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
212,1603543269658,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
213,1603543269662,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
214,1603543269664,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
215,1603543269667,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
216,1603543269789,127.0.0.1,127.0.0.1,TCP,2,122,0.0,2
217,1603543269800,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
218,1603543269802,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
219,1603543269803,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
220,1603543269902,127.0.0.1,127.0.0.1,TCP,2,99,0.0,2
221,1603543269923,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
222,1603543269931,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
223,1603543269934,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
224,1603543269939,127.0.0.1,127.0.0.1,TCP,2,5,0.0,2
225,1603543269942,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
226,1603543269944,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
227,1603543269945,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
228,1603543269980,127.0.0.1,127.0.0.1,TCP,2,35,0.0,2
229,1603543269982,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
230,1603543269984,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
231,1603543269986,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
232,1603543269996,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
233,1603543269998,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
234,1603543270000,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
235,1603543270001,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
236,1603543270010,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
237,1603543270013,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
238,1603543270026,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
239,1603543270029,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
240,1603543270041,127.0.0.1,127.0.0.1,TCP,2,12,0.0,2
241,1603543270043,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
242,1603543270045,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
243,1603543270046,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
244,1603543270050,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
245,1603543270054,127.0.0.1,127.0.0.1,TCP,11,4,1.0,5
246,1603543270054,127.0.0.1,127.0.0.1,TCP,2,0,0.0,4
247,1603543270057,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
248,1603543270064,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
249,1603543270067,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
250,1603543270067,127.0.0.1,127.0.0.1,TCP,11,0,1.0,5
251,1603543270068,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
252,1603543270236,127.0.0.1,127.0.0.1,TCP,2,166,0.0,2
253,1603543270249,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
254,1603543270271,127.0.0.1,127.0.0.1,TCP,2,22,0.0,2
255,1603543270278,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
256,1603543270286,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
257,1603543270288,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
258,1603543270290,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
259,1603543270292,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
260,1603543270296,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
261,1603543270298,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
262,1603543270299,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
263,1603543270301,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
264,1603543270325,127.0.0.1,127.0.0.1,TCP,2,24,0.0,2
265,1603543270329,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
266,1603543270330,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
267,1603543270331,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
268,1603543270341,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
269,1603543270343,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
270,1603543270351,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
271,1603543270354,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
272,1603543270491,127.0.0.1,127.0.0.1,TCP,2,137,0.0,2
273,1603543270501,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
274,1603543270503,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
275,1603543270505,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
276,1603543270610,127.0.0.1,127.0.0.1,TCP,2,105,0.0,2
277,1603543270622,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
278,1603543270624,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
279,1603543270625,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
280,1603543270636,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
281,1603543270638,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
282,1603543270640,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
283,1603543270641,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
284,1603543270647,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
285,1603543270650,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
286,1603543270687,127.0.0.1,127.0.0.1,TCP,2,37,0.0,2
287,1603543270689,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
288,1603543270700,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
289,1603543270702,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
290,1603543270703,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
291,1603543270704,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
292,1603543270714,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
293,1603543270717,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
294,1603543270718,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
295,1603543270719,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
296,1603543270732,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
297,1603543270735,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
298,1603543270736,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
299,1603543270738,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
300,1603543270749,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
301,1603543270752,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
302,1603543270756,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
303,1603543270758,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
304,1603543270762,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
305,1603543270764,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
306,1603543270765,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
307,1603543270767,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
308,1603543270923,127.0.0.1,127.0.0.1,TCP,2,156,0.0,2
309,1603543270992,127.0.0.1,127.0.0.1,TCP,11,49,1.0,5
310,1603543270994,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
311,1603543270996,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
312,1603543271010,127.0.0.1,127.0.0.1,TCP,2,14,0.0,2
313,1603543271013,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
314,1603543271014,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
315,1603543271016,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
316,1603543271023,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
317,1603543271025,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
318,1603543271029,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
319,1603543271031,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
320,1603543271055,127.0.0.1,127.0.0.1,TCP,2,24,0.0,2
321,1603543271058,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
322,1603543271059,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
323,1603543271062,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
324,1603543271071,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
325,1603543271074,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
326,1603543271075,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
327,1603543271077,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
328,1603543271084,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
329,1603543271086,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
330,1603543271088,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
331,1603543271089,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
332,1603543271221,127.0.0.1,127.0.0.1,TCP,2,132,0.0,2
333,1603543271235,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
334,1603543271346,127.0.0.1,127.0.0.1,TCP,2,111,0.0,2
335,1603543271357,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
336,1603543271367,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
337,1603543271369,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
338,1603543271371,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
339,1603543271372,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
340,1603543271378,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
341,1603543271381,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
342,1603543271383,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
343,1603543271385,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
344,1603543271419,127.0.0.1,127.0.0.1,TCP,2,34,0.0,2
345,1603543271420,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
346,1603543271422,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
347,1603543271424,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
348,1603543271434,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
349,1603543271437,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
350,1603543271447,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
351,1603543271449,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
352,1603543271463,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
353,1603543271466,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
354,1603543271467,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
355,1603543271468,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
356,1603543271480,127.0.0.1,127.0.0.1,TCP,2,11,0.0,2
357,1603543271483,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
358,1603543271485,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
359,1603543271486,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
360,1603543271491,127.0.0.1,127.0.0.1,TCP,2,5,0.0,2
361,1603543271493,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
362,1603543271495,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
363,1603543271498,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
364,1603543271502,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
365,1603543271504,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
