No.,Time,Source,Destination,Protocol,Length,ActionType
51,32,127.0.0.1,127.0.0.1,TCP,156,5
52,32,127.0.0.1,127.0.0.1,TCP,157,5
53,32,127.0.0.1,127.0.0.1,TCP,156,5
54,32,127.0.0.1,127.0.0.1,TCP,156,5
55,32,127.0.0.1,127.0.0.1,TCP,137,4
56,32,127.0.0.1,127.0.0.1,TCP,43,2
57,32,127.0.0.1,127.0.0.1,TCP,157,5
58,32,127.0.0.1,127.0.0.1,TCP,157,5
59,32,127.0.0.1,127.0.0.1,TCP,156,5
60,32,127.0.0.1,127.0.0.1,TCP,157,5
61,32,127.0.0.1,127.0.0.1,TCP,156,5
62,33,127.0.0.1,127.0.0.1,TCP,156,5
63,33,127.0.0.1,127.0.0.1,TCP,137,4
64,33,127.0.0.1,127.0.0.1,TCP,43,2
65,33,127.0.0.1,127.0.0.1,TCP,157,5
66,33,127.0.0.1,127.0.0.1,TCP,157,5
67,33,127.0.0.1,127.0.0.1,TCP,156,5
68,33,127.0.0.1,127.0.0.1,TCP,157,5
69,33,127.0.0.1,127.0.0.1,TCP,156,5
70,33,127.0.0.1,127.0.0.1,TCP,156,5
71,33,127.0.0.1,127.0.0.1,TCP,137,4
72,33,127.0.0.1,127.0.0.1,TCP,43,2
73,33,127.0.0.1,127.0.0.1,TCP,157,5
74,33,127.0.0.1,127.0.0.1,TCP,157,5
75,33,127.0.0.1,127.0.0.1,TCP,156,5
76,33,127.0.0.1,127.0.0.1,TCP,157,5
77,33,127.0.0.1,127.0.0.1,TCP,156,5
78,33,127.0.0.1,127.0.0.1,TCP,156,5
79,33,127.0.0.1,127.0.0.1,TCP,137,4
80,33,127.0.0.1,127.0.0.1,TCP,43,2
81,33,127.0.0.1,127.0.0.1,TCP,157,5
82,33,127.0.0.1,127.0.0.1,TCP,157,5
83,33,127.0.0.1,127.0.0.1,TCP,156,5
84,33,127.0.0.1,127.0.0.1,TCP,157,5
85,33,127.0.0.1,127.0.0.1,TCP,156,5
86,33,127.0.0.1,127.0.0.1,TCP,156,5
87,33,127.0.0.1,127.0.0.1,TCP,137,4
88,33,127.0.0.1,127.0.0.1,TCP,43,2
89,33,127.0.0.1,127.0.0.1,TCP,157,5
90,33,127.0.0.1,127.0.0.1,TCP,157,5
91,33,127.0.0.1,127.0.0.1,TCP,156,5
92,33,127.0.0.1,127.0.0.1,TCP,157,5
93,33,127.0.0.1,127.0.0.1,TCP,156,5
94,33,127.0.0.1,127.0.0.1,TCP,156,5
95,33,127.0.0.1,127.0.0.1,TCP,137,4
96,33,127.0.0.1,127.0.0.1,TCP,43,2
97,33,127.0.0.1,127.0.0.1,TCP,157,5
98,33,127.0.0.1,127.0.0.1,TCP,157,5
99,33,127.0.0.1,127.0.0.1,TCP,156,5
100,33,127.0.0.1,127.0.0.1,TCP,157,5
101,33,127.0.0.1,127.0.0.1,TCP,156,5
102,33,127.0.0.1,127.0.0.1,TCP,156,5
103,33,127.0.0.1,127.0.0.1,TCP,137,4
104,33,127.0.0.1,127.0.0.1,TCP,43,2
105,33,127.0.0.1,127.0.0.1,TCP,157,5
106,33,127.0.0.1,127.0.0.1,TCP,157,5
107,33,127.0.0.1,127.0.0.1,TCP,156,5
108,33,127.0.0.1,127.0.0.1,TCP,157,5
109,33,127.0.0.1,127.0.0.1,TCP,156,5
110,33,127.0.0.1,127.0.0.1,TCP,156,5
111,33,127.0.0.1,127.0.0.1,TCP,137,4
112,33,127.0.0.1,127.0.0.1,TCP,43,2
113,34,127.0.0.1,127.0.0.1,TCP,157,5
114,34,127.0.0.1,127.0.0.1,TCP,157,5
115,34,127.0.0.1,127.0.0.1,TCP,156,5
116,34,127.0.0.1,127.0.0.1,TCP,157,5
117,34,127.0.0.1,127.0.0.1,TCP,156,5
118,34,127.0.0.1,127.0.0.1,TCP,156,5
119,34,127.0.0.1,127.0.0.1,TCP,137,4
120,34,127.0.0.1,127.0.0.1,TCP,43,2
121,34,127.0.0.1,127.0.0.1,TCP,157,5
122,34,127.0.0.1,127.0.0.1,TCP,157,5
123,34,127.0.0.1,127.0.0.1,TCP,156,5
124,34,127.0.0.1,127.0.0.1,TCP,157,5
125,34,127.0.0.1,127.0.0.1,TCP,156,5
126,34,127.0.0.1,127.0.0.1,TCP,156,5
127,34,127.0.0.1,127.0.0.1,TCP,137,4
128,34,127.0.0.1,127.0.0.1,TCP,43,2
129,34,127.0.0.1,127.0.0.1,TCP,157,5
130,34,127.0.0.1,127.0.0.1,TCP,157,5
131,34,127.0.0.1,127.0.0.1,TCP,156,5
132,34,127.0.0.1,127.0.0.1,TCP,157,5
133,34,127.0.0.1,127.0.0.1,TCP,156,5
134,34,127.0.0.1,127.0.0.1,TCP,156,5
135,34,127.0.0.1,127.0.0.1,TCP,137,4
136,34,127.0.0.1,127.0.0.1,TCP,43,2
137,34,127.0.0.1,127.0.0.1,TCP,157,5
138,34,127.0.0.1,127.0.0.1,TCP,157,5
139,34,127.0.0.1,127.0.0.1,TCP,156,5
140,34,127.0.0.1,127.0.0.1,TCP,157,5
141,34,127.0.0.1,127.0.0.1,TCP,156,5
142,34,127.0.0.1,127.0.0.1,TCP,156,5
143,34,127.0.0.1,127.0.0.1,TCP,137,4
144,34,127.0.0.1,127.0.0.1,TCP,43,2
145,34,127.0.0.1,127.0.0.1,TCP,157,5
146,34,127.0.0.1,127.0.0.1,TCP,157,5
147,34,127.0.0.1,127.0.0.1,TCP,156,5
148,34,127.0.0.1,127.0.0.1,TCP,157,5
149,34,127.0.0.1,127.0.0.1,TCP,156,5
150,34,127.0.0.1,127.0.0.1,TCP,156,5
151,34,127.0.0.1,127.0.0.1,TCP,137,4
152,34,127.0.0.1,127.0.0.1,TCP,43,2
153,35,127.0.0.1,127.0.0.1,TCP,157,5
154,35,127.0.0.1,127.0.0.1,TCP,157,5
155,35,127.0.0.1,127.0.0.1,TCP,156,5
156,35,127.0.0.1,127.0.0.1,TCP,157,5
157,35,127.0.0.1,127.0.0.1,TCP,156,5
158,35,127.0.0.1,127.0.0.1,TCP,156,5
159,35,127.0.0.1,127.0.0.1,TCP,137,4
160,35,127.0.0.1,127.0.0.1,TCP,43,2
161,35,127.0.0.1,127.0.0.1,TCP,157,5
162,35,127.0.0.1,127.0.0.1,TCP,157,5
163,35,127.0.0.1,127.0.0.1,TCP,156,5
164,35,127.0.0.1,127.0.0.1,TCP,157,5
165,35,127.0.0.1,127.0.0.1,TCP,156,5
166,35,127.0.0.1,127.0.0.1,TCP,156,5
167,35,127.0.0.1,127.0.0.1,TCP,137,4
168,35,127.0.0.1,127.0.0.1,TCP,43,2
169,35,127.0.0.1,127.0.0.1,TCP,157,5
170,35,127.0.0.1,127.0.0.1,TCP,157,5
171,35,127.0.0.1,127.0.0.1,TCP,156,5
172,35,127.0.0.1,127.0.0.1,TCP,157,5
173,35,127.0.0.1,127.0.0.1,TCP,156,5
174,35,127.0.0.1,127.0.0.1,TCP,156,5
175,35,127.0.0.1,127.0.0.1,TCP,137,4
176,35,127.0.0.1,127.0.0.1,TCP,43,2
177,35,127.0.0.1,127.0.0.1,TCP,157,5
178,35,127.0.0.1,127.0.0.1,TCP,157,5
179,35,127.0.0.1,127.0.0.1,TCP,156,5
180,35,127.0.0.1,127.0.0.1,TCP,157,5
181,35,127.0.0.1,127.0.0.1,TCP,156,5
182,35,127.0.0.1,127.0.0.1,TCP,156,5
183,35,127.0.0.1,127.0.0.1,TCP,137,4
184,35,127.0.0.1,127.0.0.1,TCP,43,2
185,35,127.0.0.1,127.0.0.1,TCP,157,5
186,35,127.0.0.1,127.0.0.1,TCP,157,5
187,35,127.0.0.1,127.0.0.1,TCP,156,5
188,35,127.0.0.1,127.0.0.1,TCP,157,5
189,35,127.0.0.1,127.0.0.1,TCP,156,5
190,35,127.0.0.1,127.0.0.1,TCP,156,5
191,35,127.0.0.1,127.0.0.1,TCP,137,4
192,35,127.0.0.1,127.0.0.1,TCP,43,2
193,35,127.0.0.1,127.0.0.1,TCP,157,5
194,35,127.0.0.1,127.0.0.1,TCP,157,5
195,35,127.0.0.1,127.0.0.1,TCP,156,5
196,35,127.0.0.1,127.0.0.1,TCP,157,5
197,35,127.0.0.1,127.0.0.1,TCP,156,5
198,35,127.0.0.1,127.0.0.1,TCP,156,5
199,35,127.0.0.1,127.0.0.1,TCP,137,4
200,35,127.0.0.1,127.0.0.1,TCP,43,2
201,35,127.0.0.1,127.0.0.1,TCP,157,5
202,35,127.0.0.1,127.0.0.1,TCP,157,5
203,35,127.0.0.1,127.0.0.1,TCP,156,5
204,35,127.0.0.1,127.0.0.1,TCP,157,5
205,35,127.0.0.1,127.0.0.1,TCP,156,5
206,35,127.0.0.1,127.0.0.1,TCP,156,5
207,35,127.0.0.1,127.0.0.1,TCP,137,4
208,35,127.0.0.1,127.0.0.1,TCP,43,2
209,35,127.0.0.1,127.0.0.1,TCP,157,5
210,35,127.0.0.1,127.0.0.1,TCP,157,5
211,35,127.0.0.1,127.0.0.1,TCP,156,5
212,35,127.0.0.1,127.0.0.1,TCP,157,5
213,35,127.0.0.1,127.0.0.1,TCP,156,5
214,35,127.0.0.1,127.0.0.1,TCP,156,5
215,35,127.0.0.1,127.0.0.1,TCP,137,4
216,35,127.0.0.1,127.0.0.1,TCP,43,2
217,35,127.0.0.1,127.0.0.1,TCP,157,5
218,35,127.0.0.1,127.0.0.1,TCP,157,5
219,35,127.0.0.1,127.0.0.1,TCP,156,5
220,35,127.0.0.1,127.0.0.1,TCP,157,5
221,35,127.0.0.1,127.0.0.1,TCP,156,5
222,35,127.0.0.1,127.0.0.1,TCP,156,5
223,35,127.0.0.1,127.0.0.1,TCP,137,4
224,35,127.0.0.1,127.0.0.1,TCP,43,2
225,35,127.0.0.1,127.0.0.1,TCP,157,5
226,35,127.0.0.1,127.0.0.1,TCP,157,5
227,35,127.0.0.1,127.0.0.1,TCP,156,5
228,35,127.0.0.1,127.0.0.1,TCP,157,5
229,35,127.0.0.1,127.0.0.1,TCP,156,5
230,35,127.0.0.1,127.0.0.1,TCP,156,5
231,35,127.0.0.1,127.0.0.1,TCP,137,4
232,35,127.0.0.1,127.0.0.1,TCP,43,2
233,36,127.0.0.1,127.0.0.1,TCP,157,5
234,36,127.0.0.1,127.0.0.1,TCP,157,5
235,36,127.0.0.1,127.0.0.1,TCP,156,5
236,36,127.0.0.1,127.0.0.1,TCP,157,5
237,36,127.0.0.1,127.0.0.1,TCP,156,5
238,36,127.0.0.1,127.0.0.1,TCP,156,5
239,36,127.0.0.1,127.0.0.1,TCP,137,4
240,36,127.0.0.1,127.0.0.1,TCP,43,2
241,36,127.0.0.1,127.0.0.1,TCP,157,5
242,36,127.0.0.1,127.0.0.1,TCP,157,5
243,36,127.0.0.1,127.0.0.1,TCP,156,5
244,36,127.0.0.1,127.0.0.1,TCP,157,5
245,36,127.0.0.1,127.0.0.1,TCP,156,5
246,36,127.0.0.1,127.0.0.1,TCP,156,5
247,36,127.0.0.1,127.0.0.1,TCP,137,4
248,36,127.0.0.1,127.0.0.1,TCP,43,2
249,36,127.0.0.1,127.0.0.1,TCP,157,5
250,36,127.0.0.1,127.0.0.1,TCP,157,5
251,36,127.0.0.1,127.0.0.1,TCP,156,5
252,36,127.0.0.1,127.0.0.1,TCP,157,5
253,36,127.0.0.1,127.0.0.1,TCP,156,5
254,36,127.0.0.1,127.0.0.1,TCP,156,5
255,36,127.0.0.1,127.0.0.1,TCP,137,4
256,36,127.0.0.1,127.0.0.1,TCP,43,2
257,36,127.0.0.1,127.0.0.1,TCP,157,5
258,36,127.0.0.1,127.0.0.1,TCP,157,5
259,36,127.0.0.1,127.0.0.1,TCP,156,5
260,36,127.0.0.1,127.0.0.1,TCP,157,5
261,36,127.0.0.1,127.0.0.1,TCP,156,5
262,37,127.0.0.1,127.0.0.1,TCP,156,5
263,37,127.0.0.1,127.0.0.1,TCP,137,4
264,37,127.0.0.1,127.0.0.1,TCP,43,2
265,37,127.0.0.1,127.0.0.1,TCP,157,5
266,37,127.0.0.1,127.0.0.1,TCP,157,5
267,37,127.0.0.1,127.0.0.1,TCP,156,5
268,37,127.0.0.1,127.0.0.1,TCP,157,5
269,37,127.0.0.1,127.0.0.1,TCP,156,5
270,37,127.0.0.1,127.0.0.1,TCP,156,5
271,37,127.0.0.1,127.0.0.1,TCP,137,4
272,37,127.0.0.1,127.0.0.1,TCP,43,2
273,37,127.0.0.1,127.0.0.1,TCP,157,5
274,37,127.0.0.1,127.0.0.1,TCP,157,5
275,37,127.0.0.1,127.0.0.1,TCP,156,5
276,37,127.0.0.1,127.0.0.1,TCP,157,5
277,37,127.0.0.1,127.0.0.1,TCP,156,5
278,37,127.0.0.1,127.0.0.1,TCP,156,5
279,37,127.0.0.1,127.0.0.1,TCP,137,4
280,37,127.0.0.1,127.0.0.1,TCP,43,2
281,37,127.0.0.1,127.0.0.1,TCP,157,5
282,37,127.0.0.1,127.0.0.1,TCP,157,5
283,37,127.0.0.1,127.0.0.1,TCP,156,5
284,37,127.0.0.1,127.0.0.1,TCP,157,5
285,37,127.0.0.1,127.0.0.1,TCP,156,5
286,37,127.0.0.1,127.0.0.1,TCP,156,5
287,37,127.0.0.1,127.0.0.1,TCP,137,4
288,37,127.0.0.1,127.0.0.1,TCP,43,2
289,37,127.0.0.1,127.0.0.1,TCP,157,5
290,37,127.0.0.1,127.0.0.1,TCP,157,5
291,37,127.0.0.1,127.0.0.1,TCP,156,5
292,37,127.0.0.1,127.0.0.1,TCP,157,5
293,37,127.0.0.1,127.0.0.1,TCP,156,5
294,37,127.0.0.1,127.0.0.1,TCP,156,5
295,37,127.0.0.1,127.0.0.1,TCP,137,4
296,37,127.0.0.1,127.0.0.1,TCP,43,2
297,37,127.0.0.1,127.0.0.1,TCP,157,5
298,37,127.0.0.1,127.0.0.1,TCP,157,5
299,37,127.0.0.1,127.0.0.1,TCP,156,5
300,37,127.0.0.1,127.0.0.1,TCP,157,5
301,37,127.0.0.1,127.0.0.1,TCP,156,5
302,37,127.0.0.1,127.0.0.1,TCP,156,5
303,37,127.0.0.1,127.0.0.1,TCP,137,4
304,37,127.0.0.1,127.0.0.1,TCP,43,2
305,37,127.0.0.1,127.0.0.1,TCP,157,5
306,37,127.0.0.1,127.0.0.1,TCP,157,5
307,37,127.0.0.1,127.0.0.1,TCP,156,5
308,37,127.0.0.1,127.0.0.1,TCP,157,5
309,37,127.0.0.1,127.0.0.1,TCP,156,5
310,37,127.0.0.1,127.0.0.1,TCP,156,5
311,37,127.0.0.1,127.0.0.1,TCP,137,4
312,37,127.0.0.1,127.0.0.1,TCP,43,2
313,37,127.0.0.1,127.0.0.1,TCP,157,5
314,37,127.0.0.1,127.0.0.1,TCP,157,5
315,37,127.0.0.1,127.0.0.1,TCP,156,5
316,37,127.0.0.1,127.0.0.1,TCP,157,5
317,37,127.0.0.1,127.0.0.1,TCP,156,5
318,37,127.0.0.1,127.0.0.1,TCP,156,5
319,37,127.0.0.1,127.0.0.1,TCP,137,4
320,37,127.0.0.1,127.0.0.1,TCP,43,2
321,37,127.0.0.1,127.0.0.1,TCP,157,5
322,37,127.0.0.1,127.0.0.1,TCP,157,5
323,37,127.0.0.1,127.0.0.1,TCP,156,5
324,37,127.0.0.1,127.0.0.1,TCP,157,5
325,37,127.0.0.1,127.0.0.1,TCP,156,5
326,37,127.0.0.1,127.0.0.1,TCP,156,5
327,37,127.0.0.1,127.0.0.1,TCP,137,4
328,37,127.0.0.1,127.0.0.1,TCP,43,2
329,37,127.0.0.1,127.0.0.1,TCP,157,5
330,37,127.0.0.1,127.0.0.1,TCP,157,5
331,37,127.0.0.1,127.0.0.1,TCP,156,5
332,37,127.0.0.1,127.0.0.1,TCP,157,5
333,37,127.0.0.1,127.0.0.1,TCP,156,5
334,37,127.0.0.1,127.0.0.1,TCP,156,5
335,37,127.0.0.1,127.0.0.1,TCP,137,4
336,37,127.0.0.1,127.0.0.1,TCP,43,2
337,38,127.0.0.1,127.0.0.1,TCP,157,5
338,38,127.0.0.1,127.0.0.1,TCP,157,5
339,38,127.0.0.1,127.0.0.1,TCP,156,5
340,38,127.0.0.1,127.0.0.1,TCP,157,5
341,38,127.0.0.1,127.0.0.1,TCP,156,5
342,38,127.0.0.1,127.0.0.1,TCP,156,5
343,38,127.0.0.1,127.0.0.1,TCP,137,4
344,38,127.0.0.1,127.0.0.1,TCP,43,2
345,38,127.0.0.1,127.0.0.1,TCP,157,5
346,38,127.0.0.1,127.0.0.1,TCP,157,5
347,38,127.0.0.1,127.0.0.1,TCP,156,5
348,38,127.0.0.1,127.0.0.1,TCP,157,5
349,38,127.0.0.1,127.0.0.1,TCP,156,5
350,38,127.0.0.1,127.0.0.1,TCP,156,5
351,38,127.0.0.1,127.0.0.1,TCP,137,4
352,38,127.0.0.1,127.0.0.1,TCP,43,2
353,38,127.0.0.1,127.0.0.1,TCP,157,5
354,38,127.0.0.1,127.0.0.1,TCP,157,5
355,38,127.0.0.1,127.0.0.1,TCP,156,5
356,38,127.0.0.1,127.0.0.1,TCP,157,5
357,38,127.0.0.1,127.0.0.1,TCP,156,5
358,38,127.0.0.1,127.0.0.1,TCP,156,5
359,38,127.0.0.1,127.0.0.1,TCP,137,4
360,38,127.0.0.1,127.0.0.1,TCP,43,2
361,38,127.0.0.1,127.0.0.1,TCP,157,5
362,38,127.0.0.1,127.0.0.1,TCP,157,5
363,38,127.0.0.1,127.0.0.1,TCP,156,5
364,38,127.0.0.1,127.0.0.1,TCP,157,5
365,38,127.0.0.1,127.0.0.1,TCP,156,5
366,38,127.0.0.1,127.0.0.1,TCP,156,5
367,38,127.0.0.1,127.0.0.1,TCP,137,4
368,38,127.0.0.1,127.0.0.1,TCP,43,2
369,38,127.0.0.1,127.0.0.1,TCP,157,5
370,38,127.0.0.1,127.0.0.1,TCP,157,5
371,38,127.0.0.1,127.0.0.1,TCP,156,5
372,38,127.0.0.1,127.0.0.1,TCP,157,5
373,38,127.0.0.1,127.0.0.1,TCP,156,5
374,38,127.0.0.1,127.0.0.1,TCP,156,5
375,38,127.0.0.1,127.0.0.1,TCP,137,4
376,38,127.0.0.1,127.0.0.1,TCP,43,2
377,38,127.0.0.1,127.0.0.1,TCP,157,5
378,38,127.0.0.1,127.0.0.1,TCP,157,5
379,38,127.0.0.1,127.0.0.1,TCP,156,5
380,38,127.0.0.1,127.0.0.1,TCP,157,5
381,38,127.0.0.1,127.0.0.1,TCP,156,5
382,38,127.0.0.1,127.0.0.1,TCP,156,5
383,38,127.0.0.1,127.0.0.1,TCP,137,4
384,38,127.0.0.1,127.0.0.1,TCP,43,2
385,38,127.0.0.1,127.0.0.1,TCP,157,5
386,38,127.0.0.1,127.0.0.1,TCP,157,5
387,38,127.0.0.1,127.0.0.1,TCP,156,5
388,38,127.0.0.1,127.0.0.1,TCP,157,5
389,38,127.0.0.1,127.0.0.1,TCP,156,5
390,38,127.0.0.1,127.0.0.1,TCP,156,5
391,38,127.0.0.1,127.0.0.1,TCP,137,4
392,38,127.0.0.1,127.0.0.1,TCP,43,2
393,38,127.0.0.1,127.0.0.1,TCP,157,5
394,38,127.0.0.1,127.0.0.1,TCP,157,5
395,38,127.0.0.1,127.0.0.1,TCP,156,5
396,38,127.0.0.1,127.0.0.1,TCP,157,5
397,38,127.0.0.1,127.0.0.1,TCP,156,5
398,38,127.0.0.1,127.0.0.1,TCP,156,5
399,38,127.0.0.1,127.0.0.1,TCP,137,4
400,38,127.0.0.1,127.0.0.1,TCP,43,2
401,39,127.0.0.1,127.0.0.1,TCP,157,5
402,39,127.0.0.1,127.0.0.1,TCP,157,5
403,39,127.0.0.1,127.0.0.1,TCP,156,5
404,39,127.0.0.1,127.0.0.1,TCP,157,5
405,39,127.0.0.1,127.0.0.1,TCP,156,5
406,39,127.0.0.1,127.0.0.1,TCP,156,5
407,39,127.0.0.1,127.0.0.1,TCP,137,4
408,39,127.0.0.1,127.0.0.1,TCP,43,2
409,39,127.0.0.1,127.0.0.1,TCP,157,5
410,39,127.0.0.1,127.0.0.1,TCP,157,5
411,39,127.0.0.1,127.0.0.1,TCP,156,5
412,39,127.0.0.1,127.0.0.1,TCP,157,5
413,39,127.0.0.1,127.0.0.1,TCP,156,5
414,39,127.0.0.1,127.0.0.1,TCP,156,5
415,39,127.0.0.1,127.0.0.1,TCP,137,4
416,39,127.0.0.1,127.0.0.1,TCP,43,2
417,39,127.0.0.1,127.0.0.1,TCP,157,5
418,39,127.0.0.1,127.0.0.1,TCP,157,5
419,39,127.0.0.1,127.0.0.1,TCP,156,5
420,39,127.0.0.1,127.0.0.1,TCP,157,5
421,39,127.0.0.1,127.0.0.1,TCP,156,5
422,39,127.0.0.1,127.0.0.1,TCP,156,5
423,39,127.0.0.1,127.0.0.1,TCP,137,4
424,39,127.0.0.1,127.0.0.1,TCP,43,2
425,39,127.0.0.1,127.0.0.1,TCP,157,5
426,39,127.0.0.1,127.0.0.1,TCP,157,5
427,39,127.0.0.1,127.0.0.1,TCP,156,5
428,39,127.0.0.1,127.0.0.1,TCP,157,5
429,39,127.0.0.1,127.0.0.1,TCP,156,5
430,39,127.0.0.1,127.0.0.1,TCP,156,5
431,39,127.0.0.1,127.0.0.1,TCP,137,4
432,39,127.0.0.1,127.0.0.1,TCP,43,2
433,39,127.0.0.1,127.0.0.1,TCP,157,5
434,39,127.0.0.1,127.0.0.1,TCP,157,5
435,39,127.0.0.1,127.0.0.1,TCP,156,5
436,39,127.0.0.1,127.0.0.1,TCP,157,5
437,39,127.0.0.1,127.0.0.1,TCP,156,5
438,39,127.0.0.1,127.0.0.1,TCP,156,5
439,39,127.0.0.1,127.0.0.1,TCP,137,4
440,39,127.0.0.1,127.0.0.1,TCP,43,2
441,39,127.0.0.1,127.0.0.1,TCP,157,5
442,39,127.0.0.1,127.0.0.1,TCP,157,5
443,39,127.0.0.1,127.0.0.1,TCP,156,5
444,39,127.0.0.1,127.0.0.1,TCP,157,5
445,39,127.0.0.1,127.0.0.1,TCP,156,5
446,39,127.0.0.1,127.0.0.1,TCP,156,5
447,39,127.0.0.1,127.0.0.1,TCP,137,4
448,39,127.0.0.1,127.0.0.1,TCP,43,2
449,39,127.0.0.1,127.0.0.1,TCP,157,5
450,39,127.0.0.1,127.0.0.1,TCP,157,5
451,39,127.0.0.1,127.0.0.1,TCP,156,5
452,39,127.0.0.1,127.0.0.1,TCP,157,5
453,39,127.0.0.1,127.0.0.1,TCP,156,5
454,39,127.0.0.1,127.0.0.1,TCP,156,5
455,39,127.0.0.1,127.0.0.1,TCP,137,4
456,39,127.0.0.1,127.0.0.1,TCP,43,2
457,39,127.0.0.1,127.0.0.1,TCP,157,5
458,39,127.0.0.1,127.0.0.1,TCP,157,5
459,39,127.0.0.1,127.0.0.1,TCP,156,5
460,39,127.0.0.1,127.0.0.1,TCP,157,5
461,39,127.0.0.1,127.0.0.1,TCP,156,5
462,39,127.0.0.1,127.0.0.1,TCP,156,5
463,39,127.0.0.1,127.0.0.1,TCP,137,4
464,39,127.0.0.1,127.0.0.1,TCP,43,2
465,39,127.0.0.1,127.0.0.1,TCP,157,5
466,39,127.0.0.1,127.0.0.1,TCP,157,5
467,39,127.0.0.1,127.0.0.1,TCP,156,5
468,39,127.0.0.1,127.0.0.1,TCP,157,5
469,39,127.0.0.1,127.0.0.1,TCP,156,5
470,39,127.0.0.1,127.0.0.1,TCP,156,5
471,39,127.0.0.1,127.0.0.1,TCP,137,4
472,39,127.0.0.1,127.0.0.1,TCP,43,2
473,39,127.0.0.1,127.0.0.1,TCP,157,5
474,39,127.0.0.1,127.0.0.1,TCP,157,5
475,39,127.0.0.1,127.0.0.1,TCP,156,5
476,39,127.0.0.1,127.0.0.1,TCP,157,5
477,39,127.0.0.1,127.0.0.1,TCP,156,5
478,39,127.0.0.1,127.0.0.1,TCP,156,5
479,39,127.0.0.1,127.0.0.1,TCP,137,4
480,39,127.0.0.1,127.0.0.1,TCP,43,2
481,40,127.0.0.1,127.0.0.1,TCP,157,5
482,40,127.0.0.1,127.0.0.1,TCP,157,5
483,40,127.0.0.1,127.0.0.1,TCP,156,5
484,40,127.0.0.1,127.0.0.1,TCP,157,5
485,40,127.0.0.1,127.0.0.1,TCP,156,5
486,40,127.0.0.1,127.0.0.1,TCP,156,5
487,40,127.0.0.1,127.0.0.1,TCP,137,4
488,40,127.0.0.1,127.0.0.1,TCP,43,2
489,40,127.0.0.1,127.0.0.1,TCP,157,5
490,40,127.0.0.1,127.0.0.1,TCP,157,5
491,40,127.0.0.1,127.0.0.1,TCP,156,5
492,40,127.0.0.1,127.0.0.1,TCP,157,5
493,40,127.0.0.1,127.0.0.1,TCP,156,5
494,40,127.0.0.1,127.0.0.1,TCP,156,5
495,40,127.0.0.1,127.0.0.1,TCP,137,4
496,40,127.0.0.1,127.0.0.1,TCP,43,2
497,40,127.0.0.1,127.0.0.1,TCP,157,5
