No.,Timestamp,Source,Destination,Protocol,Length,TimeToResp,Ratio,ActionType
48,1603543633308,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
49,1603543633315,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
50,1603543633320,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
51,1603543633429,127.0.0.1,127.0.0.1,TCP,0,109,0.0,0
52,1603543633432,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
53,1603543633445,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
54,1603543633447,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
55,1603543633581,127.0.0.1,127.0.0.1,TCP,0,134,0.0,0
56,1603543633584,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
57,1603543633588,127.0.0.1,127.0.0.1,TCP,2,4,0.0,1
58,1603543633590,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
59,1603543633592,127.0.0.1,127.0.0.1,TCP,2,2,0.0,2
60,1603543633594,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
61,1603543633621,127.0.0.1,127.0.0.1,TCP,2,27,0.0,2
62,1603543633624,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
63,1603543633769,127.0.0.1,127.0.0.1,TCP,0,144,0.0,0
64,1603543633771,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
65,1603543633776,127.0.0.1,127.0.0.1,TCP,2,5,0.0,1
66,1603543633778,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
67,1603543633891,127.0.0.1,127.0.0.1,TCP,0,113,0.0,0
68,1603543633893,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
69,1603543633907,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
70,1603543633909,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
71,1603543633924,127.0.0.1,127.0.0.1,TCP,2,15,0.0,2
72,1603543633927,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
73,1603543633935,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
74,1603543633937,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
75,1603543634080,127.0.0.1,127.0.0.1,TCP,0,143,0.0,0
76,1603543634084,127.0.0.1,127.0.0.1,TCP,2,4,0.0,4
77,1603543634094,127.0.0.1,127.0.0.1,TCP,2,10,0.0,1
78,1603543634097,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
79,1603543634284,127.0.0.1,127.0.0.1,TCP,0,186,0.0,0
80,1603543634286,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
81,1603543634298,127.0.0.1,127.0.0.1,TCP,2,12,0.0,1
82,1603543634300,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
83,1603543634505,127.0.0.1,127.0.0.1,TCP,2,204,0.0,2
84,1603543634516,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
85,1603543634635,127.0.0.1,127.0.0.1,TCP,2,119,0.0,2
86,1603543634648,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
87,1603543634758,127.0.0.1,127.0.0.1,TCP,0,110,0.0,0
88,1603543634760,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
89,1603543634775,127.0.0.1,127.0.0.1,TCP,2,15,0.0,1
90,1603543634777,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
91,1603543634932,127.0.0.1,127.0.0.1,TCP,0,155,0.0,0
92,1603543634935,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
93,1603543634949,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
94,1603543634952,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
95,1603543634962,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
96,1603543634965,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
97,1603543635000,127.0.0.1,127.0.0.1,TCP,2,35,0.0,2
98,1603543635004,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
99,1603543635307,127.0.0.1,127.0.0.1,TCP,0,303,0.0,0
100,1603543635309,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
101,1603543635325,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
102,1603543635327,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
103,1603543635506,127.0.0.1,127.0.0.1,TCP,0,179,0.0,0
104,1603543635523,127.0.0.1,127.0.0.1,TCP,2,17,0.0,4
105,1603543635539,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
106,1603543635541,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
107,1603543635579,127.0.0.1,127.0.0.1,TCP,2,38,0.0,2
108,1603543635581,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
109,1603543635596,127.0.0.1,127.0.0.1,TCP,2,15,0.0,2
110,1603543635598,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
111,1603543635736,127.0.0.1,127.0.0.1,TCP,0,138,0.0,0
112,1603543635738,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
113,1603543635754,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
114,1603543635756,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
115,1603543635898,127.0.0.1,127.0.0.1,TCP,0,142,0.0,0
116,1603543635901,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
117,1603543635914,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
118,1603543635916,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
119,1603543635928,127.0.0.1,127.0.0.1,TCP,2,12,0.0,2
120,1603543635930,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
121,1603543635944,127.0.0.1,127.0.0.1,TCP,2,14,0.0,2
122,1603543635947,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
123,1603543636062,127.0.0.1,127.0.0.1,TCP,0,115,0.0,0
124,1603543636064,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
125,1603543636077,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
126,1603543636079,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
127,1603543636241,127.0.0.1,127.0.0.1,TCP,0,162,0.0,0
128,1603543636243,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
129,1603543636259,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
130,1603543636261,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
131,1603543636274,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
132,1603543636277,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
133,1603543636281,127.0.0.1,127.0.0.1,TCP,2,3,0.0,2
134,1603543636284,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
135,1603543636435,127.0.0.1,127.0.0.1,TCP,0,151,0.0,0
136,1603543636437,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
137,1603543636450,127.0.0.1,127.0.0.1,TCP,2,12,0.0,1
138,1603543636452,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
139,1603543636573,127.0.0.1,127.0.0.1,TCP,0,121,0.0,0
140,1603543636575,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
141,1603543636589,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
142,1603543636591,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
143,1603543636595,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
144,1603543636597,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
145,1603543636771,127.0.0.1,127.0.0.1,TCP,2,174,0.0,2
146,1603543636789,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
147,1603543636923,127.0.0.1,127.0.0.1,TCP,0,134,0.0,0
148,1603543636925,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
149,1603543636932,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
150,1603543636935,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
151,1603543637077,127.0.0.1,127.0.0.1,TCP,0,142,0.0,0
152,1603543637079,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
153,1603543637091,127.0.0.1,127.0.0.1,TCP,2,12,0.0,1
154,1603543637093,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
155,1603543637106,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
156,1603543637108,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
157,1603543637114,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
158,1603543637117,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
159,1603543637270,127.0.0.1,127.0.0.1,TCP,0,152,0.0,0
160,1603543637272,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
161,1603543637280,127.0.0.1,127.0.0.1,TCP,2,8,0.0,1
162,1603543637282,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
163,1603543637442,127.0.0.1,127.0.0.1,TCP,0,160,0.0,0
164,1603543637444,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
165,1603543637451,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
166,1603543637452,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
167,1603543637455,127.0.0.1,127.0.0.1,TCP,2,2,0.0,2
168,1603543637456,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
169,1603543637488,127.0.0.1,127.0.0.1,TCP,2,32,0.0,2
170,1603543637492,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
171,1603543637625,127.0.0.1,127.0.0.1,TCP,0,133,0.0,0
172,1603543637626,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
173,1603543637630,127.0.0.1,127.0.0.1,TCP,2,4,0.0,1
174,1603543637632,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
175,1603543637744,127.0.0.1,127.0.0.1,TCP,0,112,0.0,0
176,1603543637746,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
177,1603543637762,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
178,1603543637764,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
179,1603543637774,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
180,1603543637777,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
181,1603543637784,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
182,1603543637787,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
183,1603543637923,127.0.0.1,127.0.0.1,TCP,0,136,0.0,0
184,1603543637925,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
185,1603543637939,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
186,1603543637940,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
187,1603543638081,127.0.0.1,127.0.0.1,TCP,0,141,0.0,0
188,1603543638083,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
189,1603543638098,127.0.0.1,127.0.0.1,TCP,2,15,0.0,1
190,1603543638100,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
191,1603543638247,127.0.0.1,127.0.0.1,TCP,2,147,0.0,2
192,1603543638262,127.0.0.1,127.0.0.1,TCP,2,3,0.0,4
193,1603543638364,127.0.0.1,127.0.0.1,TCP,2,101,0.0,2
194,1603543638376,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
195,1603543638499,127.0.0.1,127.0.0.1,TCP,0,123,0.0,0
196,1603543638501,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
197,1603543638520,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
198,1603543638522,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
199,1603543638661,127.0.0.1,127.0.0.1,TCP,0,139,0.0,0
200,1603543638663,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
201,1603543638672,127.0.0.1,127.0.0.1,TCP,2,9,0.0,1
202,1603543638674,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
203,1603543638684,127.0.0.1,127.0.0.1,TCP,2,9,0.0,2
204,1603543638687,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
205,1603543638692,127.0.0.1,127.0.0.1,TCP,2,5,0.0,2
206,1603543638694,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
207,1603543638830,127.0.0.1,127.0.0.1,TCP,0,136,0.0,0
208,1603543638832,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
209,1603543638838,127.0.0.1,127.0.0.1,TCP,2,6,0.0,1
210,1603543638841,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
211,1603543638955,127.0.0.1,127.0.0.1,TCP,0,114,0.0,0
212,1603543638957,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
213,1603543638972,127.0.0.1,127.0.0.1,TCP,2,15,0.0,1
214,1603543638974,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
215,1603543639006,127.0.0.1,127.0.0.1,TCP,2,32,0.0,2
216,1603543639007,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
217,1603543639016,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
218,1603543639019,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
219,1603543639189,127.0.0.1,127.0.0.1,TCP,0,170,0.0,0
220,1603543639191,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
221,1603543639198,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
222,1603543639208,127.0.0.1,127.0.0.1,TCP,11,10,1.0,5
223,1603543639390,127.0.0.1,127.0.0.1,TCP,0,181,0.0,0
224,1603543639392,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
225,1603543639399,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
226,1603543639401,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
227,1603543639413,127.0.0.1,127.0.0.1,TCP,2,12,0.0,2
228,1603543639415,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
229,1603543639428,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
230,1603543639431,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
231,1603543639553,127.0.0.1,127.0.0.1,TCP,0,122,0.0,0
232,1603543639555,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
233,1603543639559,127.0.0.1,127.0.0.1,TCP,2,4,0.0,1
234,1603543639560,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
235,1603543639718,127.0.0.1,127.0.0.1,TCP,0,158,0.0,0
236,1603543639720,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
237,1603543639729,127.0.0.1,127.0.0.1,TCP,2,9,0.0,1
238,1603543639731,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
239,1603543639743,127.0.0.1,127.0.0.1,TCP,2,12,0.0,2
240,1603543639746,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
241,1603543639749,127.0.0.1,127.0.0.1,TCP,2,3,0.0,2
242,1603543639752,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
243,1603543639895,127.0.0.1,127.0.0.1,TCP,0,143,0.0,0
244,1603543639897,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
245,1603543639911,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
246,1603543639913,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
247,1603543640090,127.0.0.1,127.0.0.1,TCP,0,177,0.0,0
248,1603543640092,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
249,1603543640105,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
250,1603543640107,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
251,1603543640113,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
252,1603543640115,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
253,1603543640316,127.0.0.1,127.0.0.1,TCP,2,201,0.0,2
254,1603543640335,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
255,1603543640463,127.0.0.1,127.0.0.1,TCP,0,128,0.0,0
256,1603543640465,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
257,1603543640471,127.0.0.1,127.0.0.1,TCP,2,6,0.0,1
258,1603543640472,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
259,1603543640614,127.0.0.1,127.0.0.1,TCP,0,142,0.0,0
260,1603543640615,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
261,1603543640629,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
262,1603543640630,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
263,1603543640648,127.0.0.1,127.0.0.1,TCP,2,18,0.0,2
264,1603543640656,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
265,1603543640663,127.0.0.1,127.0.0.1,TCP,2,7,0.0,2
266,1603543640665,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
267,1603543640786,127.0.0.1,127.0.0.1,TCP,0,121,0.0,0
268,1603543640788,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
269,1603543640805,127.0.0.1,127.0.0.1,TCP,2,17,0.0,1
270,1603543640807,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
271,1603543640948,127.0.0.1,127.0.0.1,TCP,0,141,0.0,0
272,1603543640950,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
273,1603543640955,127.0.0.1,127.0.0.1,TCP,2,5,0.0,1
274,1603543640957,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
275,1603543640959,127.0.0.1,127.0.0.1,TCP,2,2,0.0,2
276,1603543640961,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
277,1603543640985,127.0.0.1,127.0.0.1,TCP,2,24,0.0,2
278,1603543640988,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
279,1603543641124,127.0.0.1,127.0.0.1,TCP,0,135,0.0,0
280,1603543641126,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
281,1603543641142,127.0.0.1,127.0.0.1,TCP,2,15,0.0,1
282,1603543641144,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
283,1603543641311,127.0.0.1,127.0.0.1,TCP,0,166,0.0,0
284,1603543641313,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
285,1603543641329,127.0.0.1,127.0.0.1,TCP,2,16,0.0,1
286,1603543641331,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
287,1603543641341,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
288,1603543641343,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
289,1603543641350,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
290,1603543641353,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
291,1603543641502,127.0.0.1,127.0.0.1,TCP,0,149,0.0,0
292,1603543641504,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
293,1603543641516,127.0.0.1,127.0.0.1,TCP,2,12,0.0,1
294,1603543641518,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
295,1603543641656,127.0.0.1,127.0.0.1,TCP,0,138,0.0,0
296,1603543641658,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
297,1603543641665,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
298,1603543641667,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
299,1603543641788,127.0.0.1,127.0.0.1,TCP,2,121,0.0,2
300,1603543641805,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
301,1603543641899,127.0.0.1,127.0.0.1,TCP,2,94,0.0,2
302,1603543641925,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
303,1603543642042,127.0.0.1,127.0.0.1,TCP,0,117,0.0,0
304,1603543642044,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
305,1603543642053,127.0.0.1,127.0.0.1,TCP,2,9,0.0,1
306,1603543642056,127.0.0.1,127.0.0.1,TCP,11,3,1.0,5
307,1603543642229,127.0.0.1,127.0.0.1,TCP,0,173,0.0,0
308,1603543642232,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
309,1603543642245,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
310,1603543642246,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
311,1603543642256,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
312,1603543642258,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
313,1603543642264,127.0.0.1,127.0.0.1,TCP,2,6,0.0,2
314,1603543642266,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
315,1603543642411,127.0.0.1,127.0.0.1,TCP,0,145,0.0,0
316,1603543642413,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
317,1603543642416,127.0.0.1,127.0.0.1,TCP,2,3,0.0,1
318,1603543642418,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
319,1603543642533,127.0.0.1,127.0.0.1,TCP,0,115,0.0,0
320,1603543642535,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
321,1603543642545,127.0.0.1,127.0.0.1,TCP,2,10,0.0,1
322,1603543642547,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
323,1603543642581,127.0.0.1,127.0.0.1,TCP,2,34,0.0,2
324,1603543642583,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
325,1603543642591,127.0.0.1,127.0.0.1,TCP,2,8,0.0,2
326,1603543642593,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
327,1603543642731,127.0.0.1,127.0.0.1,TCP,0,138,0.0,0
328,1603543642732,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
329,1603543642737,127.0.0.1,127.0.0.1,TCP,2,5,0.0,1
330,1603543642739,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
331,1603543642877,127.0.0.1,127.0.0.1,TCP,0,138,0.0,0
332,1603543642878,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
333,1603543642885,127.0.0.1,127.0.0.1,TCP,2,7,0.0,1
334,1603543642887,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
335,1603543642897,127.0.0.1,127.0.0.1,TCP,2,10,0.0,2
336,1603543642899,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
337,1603543642912,127.0.0.1,127.0.0.1,TCP,2,13,0.0,2
338,1603543642915,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
339,1603543643130,127.0.0.1,127.0.0.1,TCP,0,215,0.0,0
340,1603543643131,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
341,1603543643140,127.0.0.1,127.0.0.1,TCP,2,9,0.0,1
342,1603543643142,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
343,1603543643311,127.0.0.1,127.0.0.1,TCP,0,169,0.0,0
344,1603543643313,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
345,1603543643327,127.0.0.1,127.0.0.1,TCP,2,14,0.0,1
346,1603543643329,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
347,1603543643341,127.0.0.1,127.0.0.1,TCP,2,12,0.0,2
348,1603543643344,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
349,1603543643347,127.0.0.1,127.0.0.1,TCP,2,3,0.0,2
350,1603543643349,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
351,1603543643483,127.0.0.1,127.0.0.1,TCP,0,134,0.0,0
352,1603543643484,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
353,1603543643494,127.0.0.1,127.0.0.1,TCP,2,10,0.0,1
354,1603543643495,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
355,1603543643609,127.0.0.1,127.0.0.1,TCP,0,114,0.0,0
356,1603543643610,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
357,1603543643624,127.0.0.1,127.0.0.1,TCP,2,13,0.0,1
358,1603543643626,127.0.0.1,127.0.0.1,TCP,11,2,1.0,5
359,1603543643630,127.0.0.1,127.0.0.1,TCP,2,4,0.0,2
360,1603543643632,127.0.0.1,127.0.0.1,TCP,2,2,0.0,4
361,1603543643791,127.0.0.1,127.0.0.1,TCP,2,159,0.0,2
362,1603543643801,127.0.0.1,127.0.0.1,TCP,11,1,1.0,5
363,1603543643976,127.0.0.1,127.0.0.1,TCP,0,175,0.0,0
364,1603543643977,127.0.0.1,127.0.0.1,TCP,2,1,0.0,4
365,1603543643981,127.0.0.1,127.0.0.1,TCP,2,4,0.0,1
